,pilot3_identifier,sentence,sent_identifier,cond,cond_selection,sent_identifier_old_orig_pilot3.1,sent_cat,sent_cat_add,drop_bool,change_bool,mean_mem
705,pilot3sessM.0706,Press F5 to reset the position.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.068900,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01859992,,,,,0.7586913234819894
706,pilot3sessM.0707,"Great food, big portions, honest prices.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.078958,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02115996,NAS,NP,,,0.7638132315234443
707,pilot3sessM.0708,Made in Central PA by K.C.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.145167,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03923669,NAS,,,,0.8049538552245018
708,pilot3sessM.0709,Every second counts on race day.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.166204,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04487594,,,,,0.7584377226250073
709,pilot3sessM.0710,The show was at Shippensburg University.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.119641,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03234198,,,,,0.7864903661769782
710,pilot3sessM.0711,Thank you all for your attention.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.113482,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03048023,NAS,,,,0.7418829671529964
711,pilot3sessM.0712,Meet at the NCC Visitor Centre.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.021901,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00590998,com,,,,0.7882186332238975
712,pilot3sessM.0713,That rhythm can be very inspirational.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.066343,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01786068,,,,,0.7436824026763618
713,pilot3sessM.0714,As for the real deal: taxes.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.150202,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04059643,NAS,,,,0.7669119306218876
714,pilot3sessM.0715,But it was a fun run.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.090875,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02439575,,,,,0.7495996058216537
715,pilot3sessM.0716,Observatories also stood at the ready.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.013550,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00368212,,,,,0.7641621593560385
716,pilot3sessM.0717,"Boon Jin, you are the man!!!",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.010808,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00294625,,,1.0,,0.7682553416904195
717,pilot3sessM.0718,Gabrielle manages a successful private practice.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.014831,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00402783,,,,,0.7426171644732423
718,pilot3sessM.0719,Take 1 leaf of Aloe Vera.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.112381,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03036032,com,,,,0.8065620827133753
719,pilot3sessM.0720,We need more female stage hypnotists.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.133317,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03604965,,,,,0.7729905015850241
720,pilot3sessM.0721,Think of it as fresh-flavor insurance.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.6.174374,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04686250,,,,,0.770083889858745
721,pilot3sessM.0722,"Fairly sweet with solid, rounded body.",c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.088949,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02402046,NAS,,,,0.7524845495262196
722,pilot3sessM.0723,Amazing place to learn martial arts.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.077719,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02102327,NAS,NP,,,0.7674931205987856
723,pilot3sessM.0724,Wine choices pretty much the same.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.035198,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00949031,NAS,,,,0.7620090928522071
724,pilot3sessM.0725,The victim is a 17-year-old girl.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.092733,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02508891,,,,,0.7685559977688906
725,pilot3sessM.0726,Hatched a Wobbuffet from the Egg.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.105068,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02834436,NAS,,,,0.7973115274306647
726,pilot3sessM.0727,You have such a cute baby.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.120020,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03246553,,,,,0.7812003097387109
727,pilot3sessM.0728,Microsoft was the new computing infrastructure.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.179048,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04840659,,,,,0.7718679981839928
728,pilot3sessM.0729,It was such a particular experience.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.040037,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01080445,,,,,0.740672658042176
729,pilot3sessM.0730,You've managed to edit a value!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.003385,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00093370,,,,,0.7372847160023608
730,pilot3sessM.0731,To find in the United States.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.167189,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04530934,NAS,,,,0.7682560845493143
731,pilot3sessM.0732,Your decisions will shape the world!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.6.164871,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04469230,,,,,0.7486161345178203
732,pilot3sessM.0733,Options available for lower credit scores.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.030367,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00820064,NAS,,,,0.7469294957338746
733,pilot3sessM.0734,Could Serenvin Help You Fall Asleep?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.045932,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01239903,Q,,,,0.7656668736166593
734,pilot3sessM.0735,Do any stand out in particular?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.121587,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03282994,Q,,,,0.7598769399168749
735,pilot3sessM.0736,She'll love meeting Maggie and Smythe!,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.087060,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02356176,,,,,0.7906784887469916
736,pilot3sessM.0737,This allows for much more accuracy.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.6.065936,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01787218,,,,,0.7470815089831216
737,pilot3sessM.0738,Sunday School classes begin at 9:30am.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.170742,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.04611268,,,,,0.7874958967092542
738,pilot3sessM.0739,Stir-fried egg noodles with assorted vegetables.,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.6.013668,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00369050,NAS,NP,,,0.8027216666126452
739,pilot3sessM.0740,And how does it impact mobile?,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.6.111390,T,random,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03009194,Q,,,,0.7665812185675689
740,pilot3sessM.0741,"Emilio, stand up for a second.",cocaspok2002.6.000514,T,random,cocaspok2002.0009596,com,,,,0.7618838774736371
741,pilot3sessM.0742,I've said it hundreds of times.,cocaspok2006.6.000107,T,random,cocaspok2006.0002321,,,,,0.7478941023996062
742,pilot3sessM.0743,"It's not his fault, come on.",cocaspok1992.6.005469,T,random,cocaspok1992.0072626,,,,,0.7463287840447813
743,pilot3sessM.0744,This is really good for democracy.,cocaspok2004.6.004811,T,random,cocaspok2004.0075578,,,,,0.7588317312184777
744,pilot3sessM.0745,Everything changed for all of us.,cocaspok2000.6.006913,T,random,cocaspok2000.0110040,,,,,0.7370919078836732
745,pilot3sessM.0746,"Looking at the scene there, Daryn.",cocaspok2006.6.005536,T,random,cocaspok2006.0088578,NAS,,,,0.7794957168244253
746,pilot3sessM.0747,Addiction is not a pretty face.,cocaspok2010.6.003496,T,random,cocaspok2010.0045208,,,,,0.765616067278029
747,pilot3sessM.0748,And I've actually spoken with him.,cocaspok1998.6.008073,T,random,cocaspok1998.0108443,,,,,0.7411013265675234
748,pilot3sessM.0749,But monopolies have been regulated before.,cocaspok1992.6.005160,T,random,cocaspok1992.0067363,,,,,0.7481453158622718
749,pilot3sessM.0750,You can see the damage here.,cocaspok1992.6.001165,T,random,cocaspok1992.0016154,,,,,0.7543618172624913
750,pilot3sessM.0751,I tried during the 2000 campaign.,cocaspok2006.6.000103,T,random,cocaspok2006.0002167,,,,,0.7681350821802914
751,pilot3sessM.0752,Back with more right after this.,cocaspok1992.6.003358,T,random,cocaspok1992.0043417,NAS,,,,0.7664046323941336
752,pilot3sessM.0753,"Well, it's hard to say, Geraldo.",cocaspok1998.6.008520,T,random,cocaspok1998.0112933,,,,,0.7711947915667711
753,pilot3sessM.0754,Let's get it going once again.,cocaspok2010.6.005395,T,random,cocaspok2010.0070737,com,,,,0.7488426106300654
754,pilot3sessM.0755,You bet there's other things here.,cocaspok2006.6.002189,T,random,cocaspok2006.0038663,,,,1.0,0.7617683094757455
755,pilot3sessM.0756,"Dan Schorr, of course, joins us.",cocaspok2000.6.001459,T,random,cocaspok2000.0026398,,,,,0.7834997749344579
756,pilot3sessM.0757,"Get out of here, you guys.",cocaspok1998.6.008510,T,random,cocaspok1998.0112834,com,,,,0.7500092761305974
757,pilot3sessM.0758,It's not -- it's important to me.,cocaspok1994.6.003509,T,random,cocaspok1994.0047523,,,,,0.7365078174086709
758,pilot3sessM.0759,There were probably five of them.,cocaspok1998.6.004744,T,random,cocaspok1998.0064014,,,,,0.7338044932702976
759,pilot3sessM.0760,I don't know much about him.,cocaspok2002.6.000637,T,random,cocaspok2002.0011674,,,,,0.7629679079864022
760,pilot3sessM.0761,I started listening to satellite radio.,cocaspok2004.6.004986,T,random,cocaspok2004.0078195,,,,,0.7581826196610896
761,pilot3sessM.0762,I get to ask the question.,cocaspok1992.6.005094,T,random,cocaspok1992.0066532,,,,,0.7466299010315037
762,pilot3sessM.0763,"No, I'm talking about the staff.",cocaspok1990.6.006844,T,random,cocaspok1990.0121968,,,,,0.7647586551330446
763,pilot3sessM.0764,They had moved to Oklahoma Territory.,cocaspok2004.6.001475,T,random,cocaspok2004.0024499,,,,,0.7633911677674869
764,pilot3sessM.0765,The figures mark a significant turnaround.,cocaspok2000.6.000102,T,random,cocaspok2000.0002786,,,,,0.7358932595170105
765,pilot3sessM.0766,They don't view it that way.,cocaspok2004.6.003351,T,random,cocaspok2004.0053408,,,,,0.7533761889481573
766,pilot3sessM.0767,I will make that commitment today.,cocaspok2006.6.009596,T,random,cocaspok2006.0143930,,,,,0.7567571587181156
767,pilot3sessM.0768,We need to all come together.,cocaspok2002.6.003246,T,random,cocaspok2002.0053228,,,,,0.7465384428466187
768,pilot3sessM.0769,So I don't want anybody's sympathy.,cocaspok1992.6.004125,T,random,cocaspok1992.0053761,,,,,0.7640869337201561
769,pilot3sessM.0770,This is a call for help.,cocaspok1990.6.006960,T,random,cocaspok1990.0124641,,,,,0.74843611882061
770,pilot3sessM.0771,And that is a direct strategy.,cocaspok2010.6.009660,T,random,cocaspok2010.0126107,,,,,0.749254705519347
771,pilot3sessM.0772,I'm going to take him on.,cocaspok2008.6.008431,T,random,cocaspok2008.0104097,,,,,0.7443705977456827
772,pilot3sessM.0773,She has buried all of them.,cocaspok2000.6.006211,T,random,cocaspok2000.0100019,,,,,0.7516744475064255
773,pilot3sessM.0774,"Again, it's been nearly a week.",cocaspok2004.6.004097,T,random,cocaspok2004.0065329,,,,,0.7419478731719273
774,pilot3sessM.0775,"Here it comes, the unknown DNA.",cocaspok2002.6.006054,T,random,cocaspok2002.0091307,,,,,0.7650981866441035
775,pilot3sessM.0776,We do have an air lock.,cocaspok1990.6.001928,T,random,cocaspok1990.0032057,,,,,0.764407751122131
776,pilot3sessM.0777,"Senator Edwards, good luck to you.",cocaspok2004.6.006097,T,random,cocaspok2004.0094061,NAS,,,,0.7615462244978161
777,pilot3sessM.0778,The terror camp was never built.,cocaspok2004.6.002742,T,random,cocaspok2004.0045637,,,,,0.7546721437535929
778,pilot3sessM.0779,"It was just a symptom, really.",cocaspok2006.6.008210,T,random,cocaspok2006.0126053,,,,,0.7447224257708679
779,pilot3sessM.0780,He joins us now from Phoenix.,cocaspok2006.6.006909,T,random,cocaspok2006.0108838,,,,,0.7958814066399449
780,pilot3sessM.0781,It was a deadly lung cancer.,cocaspok2000.6.005681,T,random,cocaspok2000.0093862,,,,,0.7741825635362561
781,pilot3sessM.0782,This is a really weird question.,cocaspok1998.6.008927,T,random,cocaspok1998.0117548,,,,,0.7645315232365825
782,pilot3sessM.0783,Thousands of innocent lives were lost.,cocaspok2008.6.002766,T,random,cocaspok2008.0034565,,,,,0.7427650167647455
783,pilot3sessM.0784,"Larry, thanks for coming in today.",cocaspok1996.6.004465,T,random,cocaspok1996.0055012,NAS,,,,0.7740997426527808
784,pilot3sessM.0785,I'm sick of the whole scene.,cocaspok1998.6.005215,T,random,cocaspok1998.0070713,,,,,0.7599897909437751
785,pilot3sessM.0786,"You know, the world loves him.",cocaspok1996.6.001741,T,random,cocaspok1996.0023961,,,,,0.7681971733709227
786,pilot3sessM.0787,He don't look nothing like Ricky.,cocaspok2006.6.005854,T,random,cocaspok2006.0093113,,,,,0.7778857429100307
787,pilot3sessM.0788,Ross Perot evidently has no plan.,cocaspok1992.6.004920,T,random,cocaspok1992.0063862,,,,,0.7863735655241365
788,pilot3sessM.0789,So let's let that go forward.,cocaspok2004.6.005209,T,random,cocaspok2004.0082202,com,,,,0.7530056041617853
789,pilot3sessM.0790,It is the next entertainment revolution.,cocaspok2006.6.006882,T,random,cocaspok2006.0108323,,,,,0.7756621978737533
790,pilot3sessM.0791,We wouldn't have seen analog cassettes.,cocaspok2002.6.003975,T,random,cocaspok2002.0062458,,,,,0.7685870300405178
791,pilot3sessM.0792,They are just defending the law.,cocaspok1990.6.004365,T,random,cocaspok1990.0068404,,,,,0.7509678757784756
792,pilot3sessM.0793,She loves to go to church.,cocaspok1996.6.006133,T,random,cocaspok1996.0075325,,,,,0.7683626681155077
793,pilot3sessM.0794,I have a very supportive husband.,cocaspok2006.6.009475,T,random,cocaspok2006.0142674,,,,,0.7461063411876792
794,pilot3sessM.0795,You're listening to DAY TO DAY.,cocaspok2004.6.002105,T,random,cocaspok2004.0035081,,,1.0,,0.7515926521471168
795,pilot3sessM.0796,That's what they wanted to communicate.,cocaspok2008.6.001155,T,random,cocaspok2008.0015131,,,,,0.7474986558534931
796,pilot3sessM.0797,"Boy, I'm taking a deep breath.",cocaspok2004.6.001869,T,random,cocaspok2004.0030762,,,,,0.7627135534418272
797,pilot3sessM.0798,No I think just the opposite.,cocaspok1990.6.005295,T,random,cocaspok1990.0089884,,,,,0.7576603338432863
798,pilot3sessM.0799,I am Steven Segal's litigation attorney.,cocaspok1994.6.004258,T,random,cocaspok1994.0054809,,,,,0.7994365208835185
799,pilot3sessM.0800,And you can ask me why.,cocaspok2006.6.004444,T,random,cocaspok2006.0072100,,,,,0.7536600653773968
800,pilot3sessM.0801,I want everybody to do well.,cocaspok1994.6.000120,T,random,cocaspok1994.0002158,,,,,0.7572996821214645
801,pilot3sessM.0802,"Where those -- look, here he goes.",cocaspok2010.6.002335,T,random,cocaspok2010.0029669,NAS,,,,0.767604802329295
802,pilot3sessM.0803,His parents are from Hong Kong.,cocaspok1990.6.004139,T,random,cocaspok1990.0063239,,,,,0.7919096951949754
803,pilot3sessM.0804,And command doesn't first believe them.,cocaspok2004.6.002426,T,random,cocaspok2004.0041369,,,,,0.7586858749793565
804,pilot3sessM.0805,Please let me answer the question.,cocaspok1992.6.007679,T,random,cocaspok1992.0105798,,,,,0.7458568571146135
805,pilot3sessM.0806,Dennis doesn't recall that it happened.,cocaspok2004.6.006921,T,random,cocaspok2004.0104677,,,,,0.7643185380580606
806,pilot3sessM.0807,"Finally, he was this past Friday.",cocaspok1992.6.002883,T,random,cocaspok1992.0036841,,,,,0.762788245882803
807,pilot3sessM.0808,You can't start with individual programs.,cocaspok1994.6.007426,T,random,cocaspok1994.0098669,,,,,0.741700070491603
808,pilot3sessM.0809,She also has a great wig.,cocaspok2000.6.007197,T,random,cocaspok2000.0114547,,,,,0.7692551135548075
809,pilot3sessM.0810,"Anyway, all that and much more.",cocaspok2002.6.005085,T,random,cocaspok2002.0078957,NAS,,,,0.7602837219757625
810,pilot3sessM.0811,"I'm like, I'm a little down.",cocaspok2010.6.000174,T,random,cocaspok2010.0002246,,,,,0.7705449585431413
811,pilot3sessM.0812,It still seems a little unreal.,cocaspok1996.6.006480,T,random,cocaspok1996.0079702,,,,,0.7482969581965476
812,pilot3sessM.0813,He's going to be more powerful.,cocaspok2002.6.001659,T,random,cocaspok2002.0030048,,,,,0.7406139874153267
813,pilot3sessM.0814,This was quite a stunning thing.,cocaspok2000.6.000592,T,random,cocaspok2000.0012323,,,,,0.7455159280603234
814,pilot3sessM.0815,I think it's been very encouraging.,cocaspok2010.6.003786,T,random,cocaspok2010.0049209,,,,,0.7320985499800986
815,pilot3sessM.0816,No one's coming to get you.,cornellmov.6.019037,T,random,cornellmov.0111139,,,,,0.7479890842480188
816,pilot3sessM.0817,I thought you might be praying.,cornellmov.6.008547,T,random,cornellmov.0048908,,,1.0,,0.7417015516975458
817,pilot3sessM.0818,I knew I couldn't trust you.,cornellmov.6.007447,T,random,cornellmov.0042513,,,,,0.755814831371071
818,pilot3sessM.0819,I'm not crazy about blind dates.,cornellmov.6.010472,T,random,cornellmov.0059625,,,,,0.7851464971669566
819,pilot3sessM.0820,Then you're lucky I came along.,cornellmov.6.021064,T,random,cornellmov.0123846,,,,,0.7560599107642026
820,pilot3sessM.0821,I have to ask you that.,cornellmov.6.019170,T,random,cornellmov.0112030,,,,,0.7458136803119063
821,pilot3sessM.0822,Ruby takes off towards the Cineplex...,cornellmov.6.033280,T,random,cornellmov.0202263,,,,,0.7777440543093047
822,pilot3sessM.0823,She's going to wash your Jeep?,cornellmov.6.015289,T,random,cornellmov.0087215,Q,,,,0.766632011093891
823,pilot3sessM.0824,How can you choose this lifestyle?,cornellmov.6.026383,T,random,cornellmov.0158581,Q,,,,0.7545837907592351
824,pilot3sessM.0825,"Curing countless diseases, not just ours.",cornellmov.6.001521,T,random,cornellmov.0008334,NAS,,,,0.7525477857443859
825,pilot3sessM.0826,It wasn't even his terrible taste.,cornellmov.6.019358,T,random,cornellmov.0113073,,,,,0.7531977643212459
826,pilot3sessM.0827,How much time do you have?,cornellmov.6.012737,T,random,cornellmov.0072590,,,,,0.7603751650215703
827,pilot3sessM.0828,I go back to work tomorrow.,cornellmov.6.002775,T,random,cornellmov.0015737,,,,,0.7740747594713038
828,pilot3sessM.0829,You should practice lying more often.,cornellmov.6.040455,T,random,cornellmov.0249271,,,,,0.7387890332579583
829,pilot3sessM.0830,What do you want for free?,cornellmov.6.014906,T,random,cornellmov.0084925,Q,,,,0.7676882470968218
830,pilot3sessM.0831,I'm just here with another girl.,cornellmov.6.003582,T,random,cornellmov.0020018,,,,,0.7670785128268598
831,pilot3sessM.0832,Then you must keep it true.,cornellmov.6.029542,T,random,cornellmov.0178827,,,,,0.7426449306422979
832,pilot3sessM.0833,I used some of your soap.,cornellmov.6.028018,T,random,cornellmov.0168970,,,,,0.7600363620186776
833,pilot3sessM.0834,I got pinched in the elevator.,cornellmov.6.013336,T,random,cornellmov.0075720,,,,,0.7775583324828864
834,pilot3sessM.0835,You mean she's not coming back?,cornellmov.6.000318,T,random,cornellmov.0001968,Q,,,,0.7704649553138769
835,pilot3sessM.0836,"Craig, darling are you in there?",cornellmov.6.027419,T,random,cornellmov.0165279,Q,,,,0.7808401239389076
836,pilot3sessM.0837,It was just a fishing expedition.,cornellmov.6.022414,T,random,cornellmov.0132773,,,,,0.7482812231876043
837,pilot3sessM.0838,I don't want to discuss it.,cornellmov.6.004846,T,random,cornellmov.0027233,,,,,0.7525016853957203
838,pilot3sessM.0839,Did your wishes ever come true?,cornellmov.6.008377,T,random,cornellmov.0048030,Q,,,,0.7532463300798763
839,pilot3sessM.0840,"Macaulay, you drew up Wynant's will.",cornellmov.6.039297,T,random,cornellmov.0241668,,,,,0.7661017623371463
840,pilot3sessM.0841,"Some of it good, I hope.",cornellmov.6.009517,T,random,cornellmov.0054383,,,,,0.7430304172543837
841,pilot3sessM.0842,"On your ear, you've got something.",cornellmov.6.005829,T,random,cornellmov.0033148,,,,,0.7580892443986739
842,pilot3sessM.0843,It probably has the Dumper's name.,cornellmov.6.033363,T,random,cornellmov.0202866,,,,,0.7753687631401118
843,pilot3sessM.0844,There's always risk -- life's a risk.,cornellmov.6.023872,T,random,cornellmov.0142230,,,,,0.7393127276716301
844,pilot3sessM.0845,I'll see what you can do.,cornellmov.6.023280,T,random,cornellmov.0138449,,,,,0.7634476404930685
845,pilot3sessM.0846,I told you what to do.,cornellmov.6.035946,T,random,cornellmov.0219413,,,,,0.7603659217175252
846,pilot3sessM.0847,Can't go anywhere without an inhaler.,cornellmov.6.016688,T,random,cornellmov.0095850,NAS,,,,0.7803351623330931
847,pilot3sessM.0848,I told you to stay hidden!,cornellmov.6.036689,T,random,cornellmov.0224616,,,,,0.7430253248763893
848,pilot3sessM.0849,"Shwoof, that makes me feel better.",cornellmov.6.032619,T,random,cornellmov.0198253,,,,,0.7519985966623702
849,pilot3sessM.0850,Why's his britches round his knees?,cornellmov.6.000786,T,random,cornellmov.0004455,Q,,,,0.7833382397362315
850,pilot3sessM.0851,I didn't say you were scared.,cornellmov.6.010676,T,random,cornellmov.0060475,,,,,0.7591764586184829
851,pilot3sessM.0852,You know what your problem is?,cornellmov.6.032409,T,random,cornellmov.0197050,Q,,,1.0,0.7603650382169982
852,pilot3sessM.0853,"I'm a hemotologist, not a detective.",cornellmov.6.013309,T,random,cornellmov.0075571,,,,,0.7659199291432618
853,pilot3sessM.0854,You'd have to get me inside.,cornellmov.6.023303,T,random,cornellmov.0138547,,,,,0.7475115332784718
854,pilot3sessM.0855,And that's the power you have.,cornellmov.6.020008,T,random,cornellmov.0116998,,,,,0.757681036825625
855,pilot3sessM.0856,Because... I didn't think I would?,cornellmov.6.011237,T,random,cornellmov.0063663,Q,,,,0.7673408225685424
856,pilot3sessM.0857,We don't want to be disturbed.,cornellmov.6.004056,T,random,cornellmov.0022772,,,1.0,,0.7401943718659701
857,pilot3sessM.0858,What do they need her for?,cornellmov.6.007770,T,random,cornellmov.0044400,Q,,,,0.7608662832129035
858,pilot3sessM.0859,Is that all you care about?,cornellmov.6.036495,T,random,cornellmov.0223216,Q,,,,0.7553725630315115
859,pilot3sessM.0860,How does he look up close?,cornellmov.6.009348,T,random,cornellmov.0053473,Q,,,,0.7636059610327582
860,pilot3sessM.0861,What happens when the baby comes?,cornellmov.6.006470,T,random,cornellmov.0036954,Q,,,,0.7797568944541298
861,pilot3sessM.0862,"Just please, give me the ticket!",cornellmov.6.040098,T,random,cornellmov.0247018,com,,,,0.7468761257180704
862,pilot3sessM.0863,Learn how to speak English first.,cornellmov.6.030059,T,random,cornellmov.0181939,com,,,,0.7564068252129997
863,pilot3sessM.0864,You're going to miss your train!,cornellmov.6.028686,T,random,cornellmov.0173138,,,,,0.7607384961873072
864,pilot3sessM.0865,"Mommy, please don't call me that.",cornellmov.6.000649,T,random,cornellmov.0003684,com,,,,0.7756254945130386
865,pilot3sessM.0866,"Our prayers have been answered, Turkle!",cornellmov.6.034958,T,random,cornellmov.0213341,,,,,0.7608824068806718
866,pilot3sessM.0867,"I think I love you, mate.",cornellmov.6.037509,T,random,cornellmov.0229841,,,,,0.7713068625394128
867,pilot3sessM.0868,Things won't change... you know that!,cornellmov.6.021186,T,random,cornellmov.0124543,,,,,0.7448461237403738
868,pilot3sessM.0869,"You don't, you can't believe that...",cornellmov.6.007454,T,random,cornellmov.0042535,,,,,0.7597308625614249
869,pilot3sessM.0870,"Ellie, it was a formal party...",cornellmov.6.005089,T,random,cornellmov.0028635,,,,,0.7634921922296364
870,pilot3sessM.0871,I just have to get something.,cornellmov.6.030260,T,random,cornellmov.0183278,,,,,0.741841476174714
871,pilot3sessM.0872,Worse than your Kraft Holiday dip?,cornellmov.6.000885,T,random,cornellmov.0004955,NAS,Q,,,0.7780201683957094
872,pilot3sessM.0873,Keep that thing away from me.,cornellmov.6.005614,T,random,cornellmov.0031977,com,,,,0.7524799153891476
873,pilot3sessM.0874,Want to tell me what happened?,cornellmov.6.006706,T,random,cornellmov.0038289,Q,,,,0.7515756116207987
874,pilot3sessM.0875,I know what you're gonna say.,cornellmov.6.021659,T,random,cornellmov.0127413,,,,,0.7786467565782095
875,pilot3sessM.0876,Keep in touch with my secretary.,cornellmov.6.019220,T,random,cornellmov.0112303,com,,,,0.7653289935937982
876,pilot3sessM.0877,I still haven't heard from Pendergast.,cornellmov.6.038768,T,random,cornellmov.0237919,,,,,0.7763715002530938
877,pilot3sessM.0878,I'm out here looking for Leo.,cornellmov.6.018562,T,random,cornellmov.0107949,,,,,0.772526600454551
878,pilot3sessM.0879,How do you like your coffee?,cornellmov.6.020018,T,random,cornellmov.0117057,Q,,,,0.7785711634496978
879,pilot3sessM.0880,Here turn around and face me.,cornellmov.6.029496,T,random,cornellmov.0178564,com,,,,0.7563237217561546
880,pilot3sessM.0881,He gave me a great deal.,cornellmov.6.009863,T,random,cornellmov.0056171,,,,,0.7451908765328449
881,pilot3sessM.0882,I don't want you to die!,cornellmov.6.001972,T,random,cornellmov.0011131,,,,,0.7622102877048809
