reject,sentence,sentence_original,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index,has_edit
,Surely you can be more specific...,Surely you can be more specific...,0.7252273604,,,,cornellmov.6.005227,cornellmov.0029471,False
,I will be a loyal customer.,I will be a loyal customer.,0.7246699213,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03136954,False
,Chelsea responds with a polite smile.,Chelsea responds with a polite smile.,0.7380973869,,,,wsj.6.001271,wsj.234740,False
,Maddow: Why did they do that?,MADDOW: Why did they do that?,0.7851118653,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03541808,True
,What's going to happen in practice?,What's going to happen in practice?,0.7567324482,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03978708,False
,They'll hang him all the same.,They'll hang him all the same.,0.750212256,,,,cornellmov.6.001633,cornellmov.0008951,False
,"Yes, that is work product, right.","Yes, that is work product, right.",0.7635613358,,,,cocaspok2008.6.008993,cocaspok2008.0110845,False
,How to care for hermit crabs?,How to Care for Hermit Crabs?,0.7761241354,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01308521,True
,"Gentlemen, thank you both very much.","Gentlemen, thank you both very much.",0.7461452498,,,,cocaspok1997.6.009522,cocaspok1997.0115617,False
,It goes in a trust account.,It goes in a trust account.,0.7695639574,,,,cornellmov.6.020450,cornellmov.0119883,False
,I just feel sorry for Josie.,I just feel sorry for Josie.,0.7648643008,,,,cornellmov.6.034739,cornellmov.0212056,False
,Tioga County in upstate New York.,Tioga County in upstate New York.,0.8175483692,,,,cocaspok2010.6.005633,cocaspok2010.0073453,False
,I need to find my wife.,I need to find my wife.,0.7597286707,,,,torontofantasy.6.428193,torontofantasy.5648878,False
,I pulled the magic to me.,I pulled the magic to me.,0.7467792489,,,,torontofantasy.6.343565,torontofantasy.4521141,False
,Either way awght to be interesting.,Either way awght to be interesting.,0.7227174171,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02426758,False
,I've been waitin' for this asshole.,I've been waitin' for this asshole.,0.7773688267,,,,cornellmov.6.017114,cornellmov.0098584,False
,Design and implement a Windows Application.,Design and implement a Windows Application.,0.7378436535,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02041456,False
,They provide consistent and reliable terminations.,They provide consistent and reliable terminations.,0.7245151053,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02474352,False
,Let's go to Amy Fisher's attorney.,Let's go to Amy Fisher's attorney.,0.7919570228,,,,cocaspok1993.6.004126,cocaspok1993.0052579,False
,Did you use hardware motion compensation?,Did you use hardware motion compensation?,0.7573427352,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02922025,False
,You are the younger of two...,You are the younger of two...,0.7402410523,,,,cornellmov.6.011031,cornellmov.0062508,False
,"Myrickman, bvd1940 and xpylonracer like this.","Myrickman, bvd1940 and xpylonracer like this.",0.7825503765,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04070635,False
,We hope you get some chocolates.,We hope you get some chocolates.,0.7510527404,,,,cocaspok2008.6.005727,cocaspok2008.0071131,False
,Lets take a look at some.,Lets take a look at some.,0.7567729837,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01591692,False
,It doesn't have a term yet.,It doesn't have a term yet.,0.7641897427,,,,cocaspok2004.6.002969,cocaspok2004.0048666,False
,Ronan turned to the failing trees..,Ronan turned to the failing trees..,0.7470730943,,,,torontofantasy.6.370594,torontofantasy.4846978,False
,Try this recipe from the book.,Try this recipe from the book.,0.778697222,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01902204,False
,So Lord Eddard couldn't go west.,So Lord Eddard couldn't go west.,0.790112513,,,,torontofantasy.6.463463,torontofantasy.6027188,False
,"Faberge, famous Faberge eggs, is right.","Faberge, famous Faberge eggs, is right.",0.8202950972,,,,cocaspok2007.6.008232,cocaspok2007.0104617,False
,"It's time to signal Crassus, sir.","It's time to signal Crassus, sir.",0.7737388893,,,,torontofantasy.6.097236,torontofantasy.1418390,False
,Its design attracts the player's eyes.,Its design attracts the player's eyes.,0.7514941595,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01284009,False
,But we abide by their insight.,But we abide by their insight.,0.7444462335,,,,brown.6.000306,brown.005288,False
,Lili woke up with a start.,Lili woke up with a start.,0.7681378097,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02438624,False
,He says it's all a mistake.,He says it's all a mistake.,0.7667974197,,,,cocaspok1993.6.005996,cocaspok1993.0074620,False
,You can see it's quite fresh.,You can see it's quite fresh.,0.7547041195,,,,cocaspok2003.6.002767,cocaspok2003.0048053,False
,"I mean, he loves his job.","I mean, he loves his job.",0.7650790295,,,,cornellmov.6.011702,cornellmov.0066353,False
,Could you please have a look.,Could you please have a look.,0.7468578967,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04682288,False
,The recovery time was basically zero.,The recovery time was basically zero.,0.7485894011,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00375910,False
,"Maybe suicide, if it looks reasonable.","Maybe suicide, if it looks reasonable.",0.752110943,,,,brown.6.001072,brown.020830,False
,Gorbachev's three week ban on demonstrations.,Gorbachev's three week ban on demonstrations.,0.7504045673,,,,cocaspok1991.6.004294,cocaspok1991.0067162,False
,"Lights, camera and all the action.","Lights, camera and all the action.",0.7581263331,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.01069246,False
,"He's a good man, and thorough.","He's a good man, and thorough.",0.752637204,,,,cornellmov.6.027475,cornellmov.0165681,False
,But they weren't underwater on Sunday.,But they weren't underwater on Sunday.,0.7616243418,,,,cocaspok2005.6.002124,cocaspok2005.0038092,False
,So do I just follow you?,So do I just follow you?,0.748975458,,,,cornellmov.6.001652,cornellmov.0009037,False
,Golfer's tape is the best alternative.,Golfer's tape is the best alternative.,0.7597460621,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03886820,False
,"That was probably Ussif, Peter thought.","That was probably Ussif, Peter thought.",0.7643329361,,,,torontofantasy.6.050689,torontofantasy.737924,False
,However they contain very small amounts.,However they contain very small amounts.,0.738378053,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02119650,False
,Cucumbers are cooler than you think.,Cucumbers are cooler than you think.,0.76705748,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04625303,False
,You're trying to get that look.,You're trying to get that look.,0.7431674453,,,,cocaspok2009.6.011035,cocaspok2009.0144725,False
,"In most instances, we also advance..","In most instances, we also advance..",0.7421194921,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03691735,False
,"And good morning to you, Michelle.","And good morning to you, Michelle.",0.7555927831,,,,cocaspok2009.6.009171,cocaspok2009.0119289,False
,"Look, Oslo was land for peace.","Look, Oslo was land for peace.",0.7699307533,,,,cocaspok2002.6.000359,cocaspok2002.0006760,False
,How will GT Housing contact you?,How will GT Housing contact you?,0.7577036811,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03824036,False
,But I did get there eventually.,But I did get there eventually.,0.7505143639,,,,cocaspok1998.6.010762,cocaspok1998.0147320,False
,Shame they didn't go with LtL.,Shame they didn't go with LtL.,0.7858569533,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03394977,False
,That was a cold turkey request.,That was a cold turkey request.,0.7531146307,,,,cocaspok2012.6.005359,cocaspok2012.066132,False
,That's the nice thing about them.,That's the nice thing about them.,0.7583890038,,,,cornellmov.6.033181,cornellmov.0201566,False
,Run from one bar to another.,Run from one bar to another.,0.7610232952,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.01979213,False
,But I actually got a few.,But I actually got a few.,0.7407563792,,,,cocaspok2012.6.005041,cocaspok2012.062183,False
,The Japanese transplants are the benchmark.,The Japanese transplants are the benchmark.,0.7775228289,,,,wsj.6.001412,wsj.257954,False
,I think you should encourage him.,I think you should encourage him.,0.7378443244,,,,cornellmov.6.016360,cornellmov.0093707,False
,A female voice came from downstairs.,A female voice came from downstairs.,0.7868291956,,,,torontofantasy.6.056111,torontofantasy.810500,False
,"So thank you, and bon voyage.","So thank you, and bon voyage.",0.7760488621,,,,cocaspok2005.6.001607,cocaspok2005.0029714,False
,"Oh, right now it's really great.","Oh, right now it's really great.",0.7891757855,,,,cocaspok2001.6.003827,cocaspok2001.0059663,False
,No specific defensive wounds were identified.,No specific defensive wounds were identified.,0.7396324247,,,,cocaspok2006.6.004547,cocaspok2006.0073302,False
,They can surgically alter the fingerprint.,They can surgically alter the fingerprint.,0.7528987146,,,,cocaspok2002.6.000590,cocaspok2002.0010880,False
,And I wanted to make sure.,And I wanted to make sure.,0.7429305394,,,,cocaspok1993.6.004051,cocaspok1993.0051793,False
,My lord father always said so.,My lord father always said so.,0.7645602952,,,,torontofantasy.6.461037,torontofantasy.5995878,False
,Also the video is really good!,Also the video is really good!,0.7656176497,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04669706,False
,It's the heaviest you can imagine.,It's the heaviest you can imagine.,0.7454512106,,,,cocaspok1997.6.004079,cocaspok1997.0047910,False
,"Well, or my dad, you know.","Well, or my dad, you know.",0.7700751343,,,,cocaspok2006.6.003591,cocaspok2006.0059904,False
,Report Library is the default value.,Report Library is the default value.,0.754520185,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00776906,False
,It's just you don't have intelligence.,It's just you don't have intelligence.,0.762954408,,,,cornellmov.6.033262,cornellmov.0202161,False
,Spotting 5 days before AF due???,Spotting 5 days before AF due???,0.7766502738,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04464650,False
,"But my question is this, Governor.","But my question is this, Governor.",0.7662067594,,,,cocaspok2008.6.006495,cocaspok2008.0081194,False
,Tizanidine recreational use and high abuse.,Tizanidine recreational use and high abuse.,0.7793109245,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04023199,False
,Gotta have more juice than that.,Gotta have more juice than that.,0.7755974714,,,,torontofantasy.6.438254,torontofantasy.5753493,False
,"If it is, I'm missing out.","""If it is, I'm missing out.""",0.7555314512,,,,wsj.6.000219,wsj.040112,True
,What is Google's advanced verification process?,What is Google's Advanced Verification Process?,0.7582553172,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04195932,True
,My first reaction was -- was disbelief.,My first reaction was -- was disbelief.,0.7506527135,,,,cocaspok2007.6.000481,cocaspok2007.0005149,False
,All 155 people on board survived.,All 155 people on board survived.,0.7598677476,,,,cocaspok2009.6.008098,cocaspok2009.0104298,False
,"You know that sounds crazy, right?","You know that sounds crazy, right?",0.772594074,,,,torontofantasy.6.318169,torontofantasy.4176343,False
,The company's U.S. business was drifting.,The company's U.S. business was drifting.,0.7614127444,,,,wsj.6.000044,wsj.008761,False
,That's how long you were gone.,That's how long you were gone.,0.7556176016,,,,cornellmov.6.007120,cornellmov.0040769,False
,He'll tell you all about it.,He'll tell you all about it.,0.746890654,,,,cornellmov.6.037547,cornellmov.0230090,False
,But three Hispanics in the Senate.,But three Hispanics in the Senate.,0.7810429586,,,,cocaspok2006.6.009892,cocaspok2006.0147597,False
,They try to shred me apart.,They try to shred me apart.,0.7272169162,,,,cocaspok2009.6.007958,cocaspok2009.0102847,False
,"That's why we're here, Sheriff Cable.","That's why we're here, Sheriff Cable.",0.7847935957,,,,cornellmov.6.025580,cornellmov.0153371,False
,"Born in 1977 in Onagawa, Japan.","Born in 1977 in Onagawa, Japan.",0.8384395222,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04450953,False
,Ponder heard a scuffling behind him.,Ponder heard a scuffling behind him.,0.7407055024,,,,torontofantasy.6.118218,torontofantasy.1668181,False
,Maybe our viewers have some insight.,Maybe our viewers have some insight.,0.7475888278,,,,cocaspok2005.6.005275,cocaspok2005.0082520,False
,The Characters: I really liked Memory.,The Characters: I REALLY liked Memory.,0.7577431434,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01733123,True
,For bein' the way he is.,For bein' the way he is.,0.7550482605,,,,cornellmov.6.037228,cornellmov.0227933,False
,Located on the Tawam Hospital campus.,Located on the Tawam Hospital campus.,0.7729993227,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00295142,False
,"Yes, and that's a great point.","Yes, and that's a great point.",0.7627403043,,,,cocaspok2007.6.007544,cocaspok2007.0097069,False
,Guide yourself through the ideas above.,Guide yourself through the ideas above.,0.7468592868,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04899204,False
,So what do we do now?,So what do we do now?,0.7747789641,,,,cornellmov.6.008821,cornellmov.0050564,False
,Do you have a lover now?,Do you have a lover now?,0.7644768925,,,,cornellmov.6.010772,cornellmov.0061010,False
,Her mouth floundered open and closed..,Her mouth floundered open and closed..,0.757845149,,,,torontofantasy.6.276221,torontofantasy.3615330,False
,"I'll be in charge, of course.","I'll be in charge, of course.",0.7460435479,,,,cornellmov.6.016596,cornellmov.0095213,False
,"Why email, why not agent them?","Why email, why not agent them?",0.7609906171,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03407711,False
,What is the condition of yours?,What is the condition of yours?,0.7434751103,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01153166,False
,He's on his way to Chicago.,He's on his way to Chicago.,0.7643740158,,,,cornellmov.6.033375,cornellmov.0202938,False
,I'll see what I can do.,I'll see what I can do.,0.7773426819,,,,cornellmov.6.004655,cornellmov.0026207,False
,Or was that just Rand's interpretation?,Or was that just Rand's interpretation?,0.7449656411,,,,torontofantasy.6.202858,torontofantasy.2751328,False
,I don't feel like dying today.,I don't feel like dying today.,0.7712398011,,,,cornellmov.6.017411,cornellmov.0100437,False
,Sarssen saw Bethel's look of disbelief..,Sarssen saw Bethel's look of disbelief..,0.7471845587,,,,torontofantasy.6.005788,torontofantasy.80913,False
,Susan halted Dean and kissed him.,Susan halted Dean and kissed him.,0.7675786347,,,,brown.6.000022,brown.000178,False
,"I'm not a surgeon, Mr. Koppel.","I'm not a surgeon, Mr. Koppel.",0.783388718,,,,cocaspok1991.6.006200,cocaspok1991.0106140,False
,Tree engagement ring image 0 branch.,Tree engagement ring image 0 branch.,0.7825310021,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03598794,False
,And I'll take care of it.,And I'll take care of it.,0.7549896801,,,,torontofantasy.6.254533,torontofantasy.3371072,False
,"Finally, our party needs a makeover!","Finally, our party needs a makeover!",0.7575253562,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03846112,False
,"You mean, early morning the 16th?","You mean, early morning the 16th?",0.7762232804,,,,cornellmov.6.013317,cornellmov.0075613,False
,I don't know if I do.,I don't know if I do.,0.7701316817,,,,cocaspok1998.6.003476,cocaspok1998.0047146,False
,We're talking about what people want.,We're talking about what people want.,0.76147031,,,,cocaspok1991.6.006429,cocaspok1991.0111347,False
,The other is a leadership vote.,The other is a leadership vote.,0.7573955004,,,,cocaspok2001.6.004376,cocaspok2001.0069332,False
,We gotta get outta the country!,We gotta get outta the country!,0.7751551843,,,,cornellmov.6.029973,cornellmov.0181377,False
,It was clearly a circumstantial case.,It was clearly a circumstantial case.,0.7332236122,,,,cocaspok2009.6.005980,cocaspok2009.0076289,False
,And then the Secret Service called.,And then the Secret Service called.,0.7625184268,,,,wsj.6.000069,wsj.014074,False
,How can I say this diplomatically?,"""How can I say this diplomatically?""",0.7645380199,,,,wsj.6.001895,wsj.341280,True
,"That cost money, but so what?","That cost money, but so what?",0.7586276194,,,,wsj.6.001536,wsj.279919,False
,Community pavilion with river front access.,Community pavilion with river front access.,0.7633492025,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03052835,False
,Aimee J. is proof of that.,Aimee J. is proof of that.,0.7733747711,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04452356,False
,It has the potential for abuse.,"""It has the potential for abuse.""",0.7503382868,,,,wsj.6.002058,wsj.372240,True
,Oh dreads on a white man.,Oh dreads on a white man.,0.7951715853,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04178760,False
,"Excuse me, I need to explain...","Excuse me, I need to explain...",0.731254047,,,,cornellmov.6.014059,cornellmov.0079972,False
,More than half the audience departed.,More than half the audience departed.,0.7595101921,,,,brown.6.001211,brown.024250,False
,Okay thank you for the reply.,Okay thank you for the reply.,0.765911115,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02036761,False
,"We're good at this, very good.","We're good at this, very good.",0.7562067232,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03040816,False
,"This, however, can't just happen overnight.","This, however, can't just happen overnight.",0.7578661495,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01829711,False
,"However, it was a delicious cocktail!","However, it was a delicious cocktail!",0.7549344376,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.04647375,False
,It also has a guest apartment.,It also has a guest apartment.,0.7559587915,,,,wsj.6.002766,wsj.503725,False
,Let's get to the bottom line.,Let's get to the bottom line.,0.7414241058,,,,torontomyst.6.155164,torontomyst.1995713,False
,"Keep watching, keep learning, keep growing!","Keep watching, keep learning, keep growing!",0.7228773562,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04136256,False
,They have got to be relaxed.,They have got to be relaxed.,0.7299472664,,,,cocaspok2006.6.005060,cocaspok2006.0081458,False
,It's a form of nonjudicial punishment.,It's a form of nonjudicial punishment.,0.7598630322,,,,cocaspok2001.6.003440,cocaspok2001.0055337,False
,Ares proudly claimed you as his.,Ares proudly claimed you as his.,0.762300939,,,,torontofantasy.6.188934,torontofantasy.2567215,False
,Feeling sorry for him I laughed.,Feeling sorry for him I laughed.,0.7447768558,,,,torontomyst.6.049661,torontomyst.697467,False
,It was a busy year too.,It was a busy year too.,0.7452741857,,,,torontomyst.6.021883,torontomyst.301722,False
,"Fists swung, teeth snapped, legs kicked.","Fists swung, teeth snapped, legs kicked.",0.7651013112,,,,torontofantasy.6.278537,torontofantasy.3640064,False
,Somebody had tried to assassinate him!,Somebody had tried to assassinate him!,0.7376840298,,,,torontofantasy.6.329421,torontofantasy.4301529,False
,Branscombe's neighborhood when shootings took place.,Branscombe's neighborhood when shootings took place.,0.7666431523,,,,cocaspok1994.6.007666,cocaspok1994.0103744,False
,"Young men, used up and discarded.","Young men, used up and discarded.",0.7682091327,,,,torontomyst.6.065417,torontomyst.908736,False
,I approached the light and froze.,I approached the light and froze.,0.7443414836,,,,torontofantasy.6.340502,torontofantasy.4485871,False
,It takes value to earn money.,It takes value to earn money.,0.7472805523,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01155721,False
,It didn't strike them as weird.,It didn't strike them as weird.,0.7715612072,,,,torontofantasy.6.169197,torontofantasy.2292979,False
,That's what Dave suggests might happen.,That's what Dave suggests might happen.,0.7735419866,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04481740,False
,I'd go nuts if I did.,Id go nuts if I did.,0.7816638912,,,,cocaspok2005.6.001783,cocaspok2005.0032925,True
,The demon needed reminding of that.,The demon needed reminding of that.,0.7476514448,,,,torontofantasy.6.298602,torontofantasy.3911207,False
,Look out world... Here we come!,Look out world... Here we come!,0.7631701412,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03719599,False
,"In jail again, or running away.","In jail again, or running away.",0.7613666911,,,,torontomyst.6.027861,torontomyst.394300,False
,You're playing God with my body.,You're playing God with my body.,0.7680666632,,,,cornellmov.6.034778,cornellmov.0212215,False
,Was it some kinda macho thing?,Was it some kinda macho thing?,0.7644174633,,,,cornellmov.6.024247,cornellmov.0144773,False
,Holden wondered how much actually did.,Holden wondered how much actually did.,0.7676682676,,,,torontomyst.6.137519,torontomyst.1783113,False
,"My God, Tabitha look at yourself.","My God, Tabitha look at yourself.",0.7669300589,,,,torontofantasy.6.217175,torontofantasy.2925427,False
,You're learning the Hebrew really fast.,You're learning the Hebrew really fast.,0.7762648029,,,,cornellmov.6.014233,cornellmov.0080976,False
,Something tells me this means food.,Something tells me this means food.,0.7558586351,,,,cornellmov.6.021235,cornellmov.0124810,False
,There was nothing he didn't know.,There was nothing he didn't know.,0.7688688803,,,,cornellmov.6.026196,cornellmov.0157322,False
,This is his room... isn't it?,This is his room... isn't it?,0.7533286117,,,,cornellmov.6.005004,cornellmov.0028135,False
,Just head out into the wilderness?,Just head out into the wilderness?,0.7699432624,,,,torontofantasy.6.379426,torontofantasy.4963247,False
,His chest barely seeming to rise.,His chest barely seeming to rise.,0.7425056755,,,,torontomyst.6.166264,torontomyst.2131498,False
,Replacement parts are inexpensive through JumpKing.,Replacement parts are inexpensive through JumpKing.,0.7792485481,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03108817,False
,We're taking you to the hospital.,We're taking you to the hospital.,0.7408862656,,,,torontofantasy.6.134447,torontofantasy.1841996,False
,Is there a difference you know?,Is there a difference you know?,0.7466446116,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03173970,False
,We all enjoyed it very much.,We all enjoyed it very much.,0.7365144908,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02740907,False
,This is where they grew up.,This is where they grew up.,0.7631559121,,,,cocaspok1999.6.008383,cocaspok1999.0110712,False
,The young girl is slashed again.,The young girl is slashed again.,0.7758030556,,,,cornellmov.6.012876,cornellmov.0073332,False
,But we could wait all right.,But we could wait all right.,0.7505586036,,,,brown.6.001078,brown.020905,False
,I know all of that now.,I know all of that now.,0.7564157801,,,,torontomyst.6.136505,torontomyst.1769566,False
,Only then did he step aside.,Only then did he step aside.,0.7436949514,,,,torontofantasy.6.264837,torontofantasy.3497132,False
,To make a long story short...,To make a long story short...,0.7456828282,,,,cornellmov.6.009848,cornellmov.0056078,False
,I took another staff attorney instead.,I took another staff attorney instead.,0.7602843644,,,,torontofantasy.6.155991,torontofantasy.2123872,False
,I need to get up there.,I need to get up there.,0.7405715187,,,,torontofantasy.6.072238,torontofantasy.1067797,False
,Your owner's sins were his own.,Your owner's sins were his own.,0.7517787441,,,,torontofantasy.6.413446,torontofantasy.5418863,False
,"Oh, you guys are so cool.","Oh, you guys are so cool.",0.7718194011,,,,cocaspok2010.6.011670,cocaspok2010.0151573,False
,"He was, unfortunately, out of luck.","He was, unfortunately, out of luck.",0.7450973698,,,,torontoadv.6.027852,torontoadv.487897,False
,And we got the best help.,And we got the best help.,0.7543601548,,,,cocaspok2006.6.003378,cocaspok2006.0056691,False
,Given to women and children's complaints.,Given to women and children's complaints.,0.7412455333,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00749115,False
,The admissions scandal reopens old wounds.,The admissions scandal reopens old wounds.,0.7959079164,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00654458,False
,I had to move fast now.,I had to move fast now.,0.7528562091,,,,torontomyst.6.060701,torontomyst.841897,False
,I like posts when you cook!,I like posts when you cook!,0.7640185081,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01671690,False
,We're talking about hamburgers and pies.,We're talking about hamburgers and pies.,0.7987814738,,,,cocaspok2008.6.008279,cocaspok2008.0102283,False
,That's what Woodward and Bernstein know.,That's what Woodward and Bernstein know.,0.7898425345,,,,cocaspok1997.6.005941,cocaspok1997.0072787,False
,Doren reached for a second arrow.,Doren reached for a second arrow.,0.7677128449,,,,torontofantasy.6.319613,torontofantasy.4195788,False
,You'll see it kick in online.,You'll see it kick in online.,0.7859945712,,,,cocaspok2002.6.004415,cocaspok2002.0069804,False
,Here's a look at some markets.,Here's a look at some markets: |,0.7605561621,,,,wsj.6.002828,wsj.513390,True
,Jake heard voices through the walls.,Jake heard voices through the walls.,0.7633650582,,,,torontomyst.6.154902,torontomyst.1992665,False
,"Now, men, women and heart disease.","Now, men, women and heart disease.",0.7925411238,,,,cocaspok2003.6.004458,cocaspok2003.0071153,False
,All the helpers were wearing jackets.,All the helpers were wearing jackets.,0.7613259935,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04502152,False
,That's nearly 3 times more area!,That's nearly 3 times more area!,0.7624947363,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00214484,False
,It was not predicted at all.,It was not predicted at all.,0.7529700172,,,,cocaspok2000.6.000595,cocaspok2000.0012332,False
,And he acknowledged -- look at that.,And he acknowledged -- look at that.,0.7572897252,,,,cocaspok2009.6.000816,cocaspok2009.0009520,False
,What is the schools' affiliate scheme?,What is the Schools Affiliate Scheme?,0.7685404267,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00782318,True
,Oh please mother make it stop!,Oh please mother make it stop!,0.7767451636,,,,cornellmov.6.030698,cornellmov.0186058,False
,I think it's more the communication.,I think it's more the communication.,0.7629630386,,,,cocaspok2010.6.006579,cocaspok2010.0085954,False
,Gia breathed in the coffee aroma.,Gia breathed in the coffee aroma.,0.803190511,,,,torontomyst.6.036446,torontomyst.515539,False
,Recipe turned out great thank you.,Recipe turned out great thank you.,0.7620643255,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02650352,False
,May the beauty be with you!,May the beauty be with you!,0.7451278925,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04988776,False
,You've been here from the start.,You've been here from the start.,0.7599295343,,,,cornellmov.6.002335,cornellmov.0013202,False
,Being violently ill to her tummy.,Being violently ill to her tummy.,0.7323810026,,,,cornellmov.6.006405,cornellmov.0036504,False
,So what did I think about?,So what did I think about?,0.7697459309,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00023190,False
,All submissions are made on spec.,All submissions are made on spec.,0.7538405406,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01144693,False
,I've learned how to make money.,I've learned how to make money.,0.7561823299,,,,cocaspok1999.6.000500,cocaspok1999.0008350,False
,Tilde sent Eric happy April fool!,Tilde sent Eric happy april fool!,0.8090697677,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01371766,True
,The trouble of course is guilt.,The trouble of course is guilt.,0.739537311,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04476513,False
,John was good at his job.,John was good at his job.,0.766239635,,,,brown.6.001303,brown.025521,False
