reject,sentence_edit,sentence,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index
,I'd go nuts if I did.,Id go nuts if I did.,0.7816638912,,,,cocaspok2005.6.001783,cocaspok2005.0032925
,,The demon needed reminding of that.,0.7476514448,,,,torontofantasy.6.298602,torontofantasy.3911207
,,Look out world... Here we come!,0.7631701412,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03719599
,,"In jail again, or running away.",0.7613666911,,,,torontomyst.6.027861,torontomyst.394300
,,You're playing God with my body.,0.7680666632,,,,cornellmov.6.034778,cornellmov.0212215
,,Was it some kinda macho thing?,0.7644174633,,,,cornellmov.6.024247,cornellmov.0144773
,,Holden wondered how much actually did.,0.7676682676,,,,torontomyst.6.137519,torontomyst.1783113
,,"My God, Tabitha look at yourself.",0.7669300589,,,,torontofantasy.6.217175,torontofantasy.2925427
,,You're learning the Hebrew really fast.,0.7762648029,,,,cornellmov.6.014233,cornellmov.0080976
,,Something tells me this means food.,0.7558586351,,,,cornellmov.6.021235,cornellmov.0124810
,,There was nothing he didn't know.,0.7688688803,,,,cornellmov.6.026196,cornellmov.0157322
1,,T ICef Ce Gard tle; UtDr.,0.839213049,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00904096
1,,"It is definitely very risky.., UNIV.",0.7582373792,,,,cocaspok2002.6.004918,cocaspok2002.0077208
,,This is his room... isn't it?,0.7533286117,,,,cornellmov.6.005004,cornellmov.0028135
,,Just head out into the wilderness?,0.7699432624,,,,torontofantasy.6.379426,torontofantasy.4963247
,,His chest barely seeming to rise.,0.7425056755,,,,torontomyst.6.166264,torontomyst.2131498
,,Replacement parts are inexpensive through JumpKing.,0.7792485481,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03108817
,,We're taking you to the hospital.,0.7408862656,,,,torontofantasy.6.134447,torontofantasy.1841996
,,Is there a difference you know?,0.7466446116,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03173970
,,We all enjoyed it very much.,0.7365144908,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02740907
,,This is where they grew up.,0.7631559121,,,,cocaspok1999.6.008383,cocaspok1999.0110712
,,The young girl is slashed again.,0.7758030556,,,,cornellmov.6.012876,cornellmov.0073332
,,But we could wait all right.,0.7505586036,,,,brown.6.001078,brown.020905
,,I know all of that now.,0.7564157801,,,,torontomyst.6.136505,torontomyst.1769566
,,Only then did he step aside.,0.7436949514,,,,torontofantasy.6.264837,torontofantasy.3497132
1,,We're back with the legendary T.,0.7781665337,,,,cocaspok2010.6.005746,cocaspok2010.0075062
,,To make a long story short...,0.7456828282,,,,cornellmov.6.009848,cornellmov.0056078
,,I took another staff attorney instead.,0.7602843644,,,,torontofantasy.6.155991,torontofantasy.2123872
,,I need to get up there.,0.7405715187,,,,torontofantasy.6.072238,torontofantasy.1067797
,,Your owner's sins were his own.,0.7517787441,,,,torontofantasy.6.413446,torontofantasy.5418863
,,"Oh, you guys are so cool.",0.7718194011,,,,cocaspok2010.6.011670,cocaspok2010.0151573
,,"He was, unfortunately, out of luck.",0.7450973698,,,,torontoadv.6.027852,torontoadv.487897
,,And we got the best help.,0.7543601548,,,,cocaspok2006.6.003378,cocaspok2006.0056691
,,Given to women and children's complaints.,0.7412455333,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00749115
,,The admissions scandal reopens old wounds.,0.7959079164,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00654458
,,I had to move fast now.,0.7528562091,,,,torontomyst.6.060701,torontomyst.841897
,,I like posts when you cook!,0.7640185081,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01671690
,,We're talking about hamburgers and pies.,0.7987814738,,,,cocaspok2008.6.008279,cocaspok2008.0102283
,,That's what Woodward and Bernstein know.,0.7898425345,,,,cocaspok1997.6.005941,cocaspok1997.0072787
,,Doren reached for a second arrow.,0.7677128449,,,,torontofantasy.6.319613,torontofantasy.4195788
,,You'll see it kick in online.,0.7859945712,,,,cocaspok2002.6.004415,cocaspok2002.0069804
,Here's a look at some markets.,Here's a look at some markets: |,0.7605561621,,,,wsj.6.002828,wsj.513390
,,Jake heard voices through the walls.,0.7633650582,,,,torontomyst.6.154902,torontomyst.1992665
,,"Now, men, women and heart disease.",0.7925411238,,,,cocaspok2003.6.004458,cocaspok2003.0071153
,,All the helpers were wearing jackets.,0.7613259935,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04502152
,,That's nearly 3 times more area!,0.7624947363,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00214484
,,It was not predicted at all.,0.7529700172,,,,cocaspok2000.6.000595,cocaspok2000.0012332
,,And he acknowledged -- look at that.,0.7572897252,,,,cocaspok2009.6.000816,cocaspok2009.0009520
,What is the schools' affiliate scheme?,What is the Schools Affiliate Scheme?,0.7685404267,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.00782318
,,Oh please mother make it stop!,0.7767451636,,,,cornellmov.6.030698,cornellmov.0186058
,,I think it's more the communication.,0.7629630386,,,,cocaspok2010.6.006579,cocaspok2010.0085954
,,Gia breathed in the coffee aroma.,0.803190511,,,,torontomyst.6.036446,torontomyst.515539
,,Recipe turned out great thank you.,0.7620643255,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02650352
,,May the beauty be with you!,0.7451278925,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04988776
,,You've been here from the start.,0.7599295343,,,,cornellmov.6.002335,cornellmov.0013202
,,Being violently ill to her tummy.,0.7323810026,,,,cornellmov.6.006405,cornellmov.0036504
,,So what did I think about?,0.7697459309,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00023190
,,All submissions are made on spec.,0.7538405406,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01144693
,,I've learned how to make money.,0.7561823299,,,,cocaspok1999.6.000500,cocaspok1999.0008350
,Tilde sent Eric happy April fool!,Tilde sent Eric happy april fool!,0.8090697677,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01371766
,,The trouble of course is guilt.,0.739537311,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04476513
,,John was good at his job.,0.766239635,,,,brown.6.001303,brown.025521
,,But he certainly was not sober.,0.7401724071,,,,torontofantasy.6.296203,torontofantasy.3878506
,,We're missing three and the Sergeant.,0.7556054798,,,,cornellmov.6.016746,cornellmov.0096383
,,Savannah stirs briefly in my arms.,0.776449608,,,,torontofantasy.6.043278,torontofantasy.629422
,"Vijay Vaitheeswaran of ""The Economist"" magazine.","Vijay Vaitheeswaran of "" The Economist "" magazine.",0.7869383184,,,,cocaspok2001.6.004275,cocaspok2001.0068027
1,,"John Butcher, WM Police Chaplaincy, Rev.",0.815611784,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01255913
,,We should not fight each other.,0.7444887585,,,,cocaspok2006.6.000564,cocaspok2006.0008564
,,"You wanna eat them, don't you!",0.7634887032,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04016788
,,I tried something like 30 times.,0.7715938747,,,,cornellmov.6.025183,cornellmov.0150889
,,So now you'll have a mother.,0.7681812918,,,,cornellmov.6.011679,cornellmov.0066249
,,"Well, I'm a little confused here.",0.759943439,,,,cornellmov.6.007729,cornellmov.0044131
,,But I didn't want him dead.,0.7703834617,,,,torontomyst.6.113565,torontomyst.1503155
,,Kingsley was instantly on the alert.,0.7504522134,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03507038
,,"Go ahead, it's no big deal.",0.7753359474,,,,torontomyst.6.074008,torontomyst.1021489
,These were not tourists with Instamatics.,"""These were not tourists with Instamatics.""",0.7467704429,,,,wsj.6.001012,wsj.186953
,,That's how we'll get to him.,0.7470058817,,,,cornellmov.6.032462,cornellmov.0197327
,,That's what I been thinkin' about.,0.7657309537,,,,cornellmov.6.038252,cornellmov.0234674
,,This in contast to the gastropods.,0.7723731277,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03442361
,"But it hasn't been bliss, either.","But ""it hasn't been bliss, either.",0.7419412781,,,,wsj.6.001424,wsj.259931
,,I want my body fixed now.,0.764140503,,,,cocaspok1991.6.000201,cocaspok1991.0003216
,,The sun does not like me.,0.7745338985,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01948118
,,It's the most obvious solution: Escape.,0.7381926706,,,,cornellmov.6.023986,cornellmov.0142963
,,Exclusive same day service in Minneapolis.,0.7784046217,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02336059
,,We've been doing it for decades.,0.736220408,,,,cocaspok2011.6.010671,cocaspok2011.0136662
,,Allison's green eyes sparkled with excitement.,0.7644011311,,,,torontomyst.6.099307,torontomyst.1316648
,,Kill me and you destroy yourself.,0.7388519827,,,,torontomyst.6.044804,torontomyst.631314
,,"We should just, well, make sure.",0.7420774588,,,,torontofantasy.6.299351,torontofantasy.3922828
,,"Again horrible story, but great info!",0.7650233841,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00111794
,,We're creating more excitement and traffic.,0.7277111782,,,,wsj.6.000533,wsj.097599
,,Not another one of the Garde.,0.750728868,,,,torontofantasy.6.160253,torontofantasy.2179737
,,Did he say anything to you?,0.7538414911,,,,cornellmov.6.000999,cornellmov.0005510
,,"I don't want to see, goddammit!",0.7829191554,,,,cornellmov.6.020306,cornellmov.0118789
,,That's another way of putting it.,0.746900236,,,,cocaspok2005.6.007113,cocaspok2005.0109161
,,Spasticity is caused by burkholderia mallei.,0.7840831289,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.02432402
,,There's nothing coming on back here.,0.7716856725,,,,cocaspok1990.6.000231,cocaspok1990.0003967
,,Now off to the putting green.,0.7638752933,,,,cocaspok1993.6.001673,cocaspok1993.0023327
,,Neither result would serve American interests.,0.7462124938,,,,wsj.6.001213,wsj.222382
,,But he is in New Orleans.,0.7815373441,,,,torontomyst.6.166029,torontomyst.2129808
,And I'm bored with this prattle.,And I'm bored with this prattle .,0.7638731197,,,,cornellmov.6.032831,cornellmov.0199676
,,"Share bath, maybe -- but share refrigerator??",0.7807337608,,,,brown.6.001351,brown.025993
,,Kaidan Rowe was a Hottie McHotters.,0.8028073924,,,,torontofantasy.6.238071,torontofantasy.3169020
,These people don't even know me.,"""These people don't even know me.""",0.7505570326,,,,wsj.6.001168,wsj.211553
,The switchboard is lightening up downtown.,The switchboard is lightning up downtown.,0.7693917924,,,,cornellmov.6.028597,cornellmov.0172641
,,One thing was becoming increasingly sure.,0.7281639124,,,,brown.6.001233,brown.024694
,,Amanda followed close on his heels.,0.7627999907,,,,torontoadv.6.018036,torontoadv.319805
,,You want me to sing something?,0.7424994087,,,,cornellmov.6.036299,cornellmov.0222082
1,,"McLemore, 4 How. 286; Hill v.",0.7927709696,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03692033
,,Mac steadied his voice with effort..,0.7488792621,,,,torontomyst.6.158185,torontomyst.2034173
,,Ross and Associates represented the buyers.,0.7664758658,,,,wsj.6.002303,wsj.418336
,,We accepted the FBI files matter.,0.7579510554,,,,cocaspok1999.6.007486,cocaspok1999.0099357
,,I have friends in King's Landing.,0.7695418517,,,,torontofantasy.6.466543,torontofantasy.6064446
,,Greet my flowers in trembling bliss?,0.7804482173,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02803475
,,Others information are not edited usually.,0.7373725386,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01175647
,,Please developer just get a queue.,0.7425650199,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00332700
,,Thanks for the opportunity to win!,0.7400146138,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01178785
,,Only his two sons understood him.,0.7440735427,,,,torontoadv.6.050724,torontoadv.854201
,,"Yeah, everything is ready to go.",0.7662119951,,,,cocaspok1993.6.000554,cocaspok1993.0008057
,,All Karen women seem to smoke.,0.7638204898,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02935428
,,What a shocking thing to say!,0.7583793615,,,,torontofantasy.6.095143,torontofantasy.1391967
,,Aerosols were collected in 18 homes.,0.7935598785,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04547554
,,Now the region is heavily populated.,0.7462626344,,,,cocaspok2006.6.000567,cocaspok2006.0008637
,,There were chairs for twenty visitors.,0.7473398967,,,,torontomyst.6.039315,torontomyst.560840
,,They were in the war together.,0.759833878,,,,wsj.6.001096,wsj.200550
,,"Spare yourself the humiliation, the degradation...",0.7478667944,,,,cornellmov.6.040632,cornellmov.0250552
,,We're here for your entrepreneurial endeavors!,0.7504913586,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.03079479
,,"And on Pyke, there as well.",0.7679926471,,,,torontofantasy.6.463017,torontofantasy.6021428
,,The night was too quiet then.,0.7412192266,,,,torontofantasy.6.448133,torontofantasy.5831928
,,"You know, keep your shirt on.",0.7500235001,,,,cocaspok2010.6.002865,cocaspok2010.0036963
1,,AllHipHop.com: Anything you want to add?,0.7543253711,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00217625
,,Apollo speared him with his scowl.,0.7767567967,,,,torontofantasy.6.294746,torontofantasy.3851697
,,Only the philosopher knows the truth.,0.7630853254,,,,brown.6.000297,brown.005054
,,"I hope you'll be happy, Sarah.",0.7599063643,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.04044818
,Christmas wish granted - our UAB arrived!,Christmas wish granted- our UAB arrived!,0.7781406845,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04575413
,,"There's no ands, ifs or buts.",0.8093144628,,,,cocaspok1990.6.000051,cocaspok1990.0000880
,,I was sorry about those decisions.,0.744998219,,,,cocaspok1995.6.003609,cocaspok1995.044307
,"Hard hats, bulldozers and lunch provided.","""Hard hats, bulldozers and lunch provided.""",0.7710683076,,,,wsj.6.002018,wsj.365248
,What are some carpal tunnel treatments?,What are Some Carpal Tunnel Treatments?,0.7798052009,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04746890
,,He gave me one final hug..,0.7486081269,,,,torontomyst.6.152299,torontomyst.1957189
,,Always recommend them to my friends.,0.7363054062,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01504324
,,"But you weren't close, were you?",0.7271434346,,,,cornellmov.6.020037,cornellmov.0117202
,,So it needs that artistic flair.,0.746905295,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01916686
,,"Well, that close to 50 pounds.",0.7622222795,,,,cocaspok1997.6.006876,cocaspok1997.0084287
,,Vi joined in on the joke.,0.7931606063,,,,torontofantasy.6.052728,torontofantasy.766351
,"Bloomberg said it is ""not interested"".","Bloomberg said it is ""not interested.""",0.7602884582,,,,wsj.6.002920,wsj.529832
,,And I turned my head slightly.,0.7548707459,,,,torontofantasy.6.307672,torontofantasy.4036015
,,He makes fire come from heaven.,0.7741685044,,,,torontomyst.6.058957,torontomyst.813787
,,I will look further into this.,0.7513135285,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.01463137
,,Who said I was a lady?,0.7649379702,,,,cornellmov.6.001604,cornellmov.0008810
,,"Facebook could be much, much worse.",0.7464848898,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.00544603
,,Or maybe I call you -- tonight??,0.7533487531,,,,brown.6.000970,brown.019543
,,All these need to be enquired.,0.7346592431,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.04784254
,,"They found bolt cutters, screwdriver, hammer.",0.7778094455,,,,cocaspok1993.6.005975,cocaspok1993.0074367
,,I was a mentor to her.,0.7443195109,,,,cornellmov.6.010352,cornellmov.0058971
,,"Lives and works in Nashville, TN.",0.7932151639,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.04769804
1,,Portman said he and Democratic Sen.,0.7927962275,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02020399
1,,Chicago Ridge Public Library 10400 S.,0.7888927193,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01054117
,,Thal tested the other two pistols.,0.7759939306,,,,torontofantasy.6.011488,torontofantasy.170344
,,Mister Seor Love Daddy is cool.,0.8266737984,,,,cornellmov.6.008665,cornellmov.0049646
,,Or at least live apart peacefully.,0.7519871033,,,,wsj.6.000427,wsj.077629
,,He's got to start winning now.,0.7643505533,,,,cocaspok2004.6.001273,cocaspok2004.0021048
,,I can make my own decisions.,0.7490277672,,,,cornellmov.6.003733,cornellmov.0020965
,,Cynthia Ginter The Resource Foundation Inc.,0.8048196198,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01059832
,,There is nothing freaky about freekeh.,0.7742640593,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04372901
,,It is absolutely a buyout candidate.,0.7492719264,,,,wsj.6.001174,wsj.212330
,,The man was so not laughing.,0.7590154343,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.04672629
,,He never shoot a single rabbit.,0.7724440722,,,,cocaspok1993.6.000269,cocaspok1993.0004334
,,Arnold Engineering isn't part of Engelhard.,0.7823486794,,,,wsj.6.002219,wsj.403812
,,Except it was John and Vicki!,0.7725840476,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03268051
,,It is also being sold furnished.,0.7434575882,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02734354
,,You'll have to take a supplement.,0.7558386909,,,,cocaspok2000.6.005186,cocaspok2000.0088116
,,We wouldn't do that to you.,0.7445194966,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04198952
,,A different article on that one.,0.7417088525,,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01160340
